longitude,latitude, traffic 
127.06379,37.11507,"  41,180 "
127.04235,37.19543,"  59,640 "
127.02634,37.22382,"  74,911 "
126.89482,37.66038,"  46,927 "
126.83253,37.73328,"  28,130 "
126.80287,37.75113,"  24,506 "
126.78832,37.78048,"  20,251 "
126.78991,37.8252,"  21,571 "
126.79375,37.80656,"  30,884 "
126.77946,37.87708,"  7,895 "
126.09643,34.82344,  646 
126.2341,34.86017,"  5,462 "
126.33797,34.85669,"  11,581 "
126.36721,34.83404,"  14,823 "
126.47853,34.82996,"  31,887 "
126.51346,34.79364,"  23,268 "
126.50775,34.74206,"  12,461 "
126.55342,34.72689,"  9,830 "
126.64976,34.70297,"  6,887 "
126.72192,34.67935,"  12,796 "
126.80922,34.63992,"  9,031 "
126.90891,34.66709,"  6,475 "
126.83852,34.64175,"  8,992 "
126.92839,34.6967,"  8,772 "
126.96149,34.73192,"  6,927 "
127.00926,34.7509,"  5,725 "
127.08421,34.74698,"  6,176 "
127.14949,34.77671,"  8,987 "
127.22719,34.79589,"  6,910 "
127.31619,34.83807,"  11,829 "
127.38958,34.84399,"  15,785 "
127.55961,34.93904,"  58,013 "
127.58527,34.93866,"  44,079 "
127.61069,34.93205,"  23,586 "
127.67417,34.95186,"  11,419 "
127.76679,35.03342,"  4,504 "
127.75224,34.99498,"  6,126 "
127.79913,35.08735,"  5,352 "
127.82246,35.10829,"  5,492 "
127.90895,35.11119,"  6,659 "
127.97011,35.12031,"  9,229 "
128.05695,35.15393,"  11,808 "
128.08659,35.14917,"  36,425 "
128.10564,35.14254,"  25,455 "
128.14996,35.16061,"  24,627 "
128.1873,35.16901,"  25,085 "
128.22071,35.17591,"  20,393 "
128.24668,35.19062,"  16,321 "
128.30289,35.15977,"  12,599 "
128.327,35.14725,"  11,596 "
128.47724,35.12521,"  42,446 "
128.40636,35.10939,"  15,521 "
128.44218,35.10632,"  37,615 "
128.51567,35.15011,"  59,393 "
128.6848,35.16502,"  23,398 "
128.71324,35.12257,"  30,859 "
128.81274,35.10333,"  30,915 "
128.03783,34.73516,"  1,608 "
128.01254,34.82871,"  3,085 "
128.04023,34.94722,"  10,647 "
128.01325,34.84289,"  7,817 "
128.00958,34.87506,"  11,115 "
128.05775,35.01785,"  35,687 "
128.05604,34.98654,"  32,845 "
128.07434,35.0655,"  46,445 "
128.09775,35.12732,"  32,826 "
128.03607,35.21299,"  20,933 "
127.99393,35.24501,"  19,224 "
127.93378,35.34911,"  10,755 "
127.89656,35.40911,"  13,871 "
127.87507,35.42733,"  9,002 "
127.83807,35.48572,"  5,661 "
127.79871,35.51907,"  2,370 "
127.82617,35.49244,"  4,987 "
127.78997,35.58349,"  5,781 "
127.85835,35.69732,"  8,867 "
127.84198,35.69292,"  7,403 "
127.90225,35.72809,"  4,107 "
127.91923,35.76266,"  4,488 "
127.9736,35.92473,"  3,335 "
128.02344,35.97333,"  3,266 "
128.13538,36.09717,"  7,707 "
128.03777,36.02271,"  5,005 "
128.18584,36.13318,"  15,928 "
128.13015,36.17824,"  8,753 "
128.08445,36.26463,"  6,908 "
128.11317,36.31459,"  8,993 "
128.13935,36.35299,"  9,508 "
128.16946,36.50552,"  21,207 "
128.19014,36.55814,"  15,446 "
128.16621,36.59396,"  9,698 "
128.10434,36.72192,"  11,037 "
128.01638,36.78105,"  4,519 "
128.08594,36.73871,"  8,509 "
127.98484,36.88774,"  10,111 "
127.97498,36.89839,"  11,612 "
127.95331,36.9074,"  16,725 "
127.77738,36.98268,"  19,360 "
127.72238,36.9979,"  17,173 "
127.81757,36.97413,"  29,957 "
127.86686,36.96342,"  35,717 "
127.64181,37.01505,"  5,414 "
127.60416,37.06589,"  17,056 "
127.61679,37.09899,"  13,946 "
127.52924,37.21876,"  26,974 "
127.50189,37.30497,"  36,376 "
127.55994,37.19066,"  17,854 "
127.52432,37.26623,"  21,899 "
127.30168,37.37777,"  86,487 "
127.22796,37.39615,"  123,033 "
127.07766,37.83225,"  76,241 "
127.05386,37.86382,"  47,231 "
127.06736,37.98411,"  23,183 "
127.07044,37.99285,"  25,792 "
127.07161,38.06264,"  18,901 "
127.09691,38.14053,"  3,272 "
127.13434,38.20915,"  3,033 "
126.7086,36.01368,"  14,941 "
126.70896,36.05892,"  23,241 "
126.62643,35.76609,"  1,289 "
126.58769,35.94201,"  4,067 "
126.68385,36.09133,"  14,644 "
126.68564,36.12657,"  4,385 "
126.71196,36.18861,"  5,636 "
126.84164,36.25536,"  17,610 "
126.81109,36.24062,"  8,525 "
126.9825,36.25196,"  16,259 "
127.01544,36.24211,"  20,720 "
127.27513,36.26956,"  30,570 "
127.53139,36.3326,"  19,899 "
127.60104,36.27056,"  13,841 "
127.62442,36.26216,"  11,038 "
127.65421,36.24887,"  9,214 "
127.7224,36.20366,"  8,810 "
127.77827,36.1627,"  5,734 "
127.89226,36.21133,"  5,781 "
127.97347,36.21434,"  3,340 "
128.05303,36.13087,"  12,989 "
128.01253,36.18555,"  4,033 "
128.02544,36.14659,"  6,906 "
128.08702,36.16052,"  4,726 "
128.1783,36.10604,"  18,213 "
128.19532,36.09965,"  17,158 "
128.29239,36.06132,"  13,686 "
128.44571,35.96731,"  24,440 "
128.41106,35.98385,"  28,854 "
128.49006,35.91827,"  31,934 "
128.78689,35.89516,"  31,250 "
128.87317,35.9356,"  32,665 "
129.02412,35.90983,"  18,728 "
128.96595,35.94004,"  24,462 "
129.08225,35.87609,"  22,195 "
129.12347,35.83652,"  19,061 "
129.40658,35.79392,"  8,424 "
129.32419,35.77678,"  5,217 "
129.4716,35.78313,"  4,864 "
128.52279,35.19945,"  27,696 "
128.52918,35.27048,"  14,564 "
128.01993,34.85423,"  1,618 "
128.38494,34.81374,  851 
128.39149,34.81836,"  9,776 "
128.40614,34.82757,"  8,209 "
128.5295,35.28154,"  41,671 "
128.51485,35.35787,"  14,677 "
128.52116,35.34284,"  13,018 "
128.52143,35.43695,"  12,386 "
128.51323,35.46409,"  18,883 "
128.50997,35.49469,"  21,544 "
128.48789,35.53172,"  12,963 "
128.48022,35.56125,"  14,585 "
128.45141,35.66298,"  18,580 "
128.43655,35.71695,"  20,059 "
128.40296,35.76368,"  20,377 "
128.55097,36.01035,"  22,706 "
128.55176,35.96762,"  36,811 "
128.53681,36.06072,"  22,449 "
128.57503,36.11623,"  9,381 "
128.57154,36.18786,"  9,769 "
128.58117,36.17335,"  9,383 "
128.56689,36.2217,"  16,627 "
128.57013,36.25592,"  7,752 "
128.57425,36.29937,"  11,535 "
128.59831,36.30866,"  10,611 "
128.67173,36.34864,"  12,570 "
128.63487,36.32057,"  9,531 "
128.67975,36.39521,"  8,808 "
128.66358,36.46173,"  6,945 "
128.66172,36.49421,"  21,347 "
128.70033,36.60373,"  10,145 "
128.70841,36.6933,"  9,197 "
128.71795,36.72194,"  10,765 "
128.68054,36.76527,"  9,907 "
128.55959,36.83849,"  13,204 "
128.5478,36.84888,"  15,734 "
128.49479,36.88113,"  2,934 "
128.34538,36.92377,"  6,170 "
128.33402,36.93469,"  5,713 "
128.33167,37.01554,"  13,818 "
128.30816,37.04103,"  10,714 "
128.28329,37.07023,"  14,062 "
128.22475,37.11276,"  26,807 "
128.19659,37.11467,"  21,388 "
128.11702,37.15606,"  4,884 "
128.00771,37.27551,"  9,744 "
128.05993,37.24572,"  8,560 "
127.99487,37.3551,"  18,742 "
127.96961,37.41569,"  8,638 "
127.97877,37.45393,"  19,427 "
127.95284,37.51509,"  13,986 "
127.95527,37.52386,"  10,509 "
127.89528,37.62539,"  6,711 "
127.91573,37.57635,"  6,840 "
127.77366,37.79654,"  7,561 "
127.77977,37.75721,"  5,136 "
127.74292,37.9679,"  7,320 "
127.67987,37.96161,"  2,657 "
127.6324,38.00695,"  5,263 "
127.63462,38.05169,"  2,111 "
127.69354,38.09878,"  4,260 "
127.68326,38.12358,"  5,526 "
127.66179,38.16368,"  3,614 "
127.22008,37.576,"  50,104 "
127.37739,37.51782,"  38,419 "
127.52616,37.49557,"  29,984 "
127.61201,37.50349,"  23,950 "
127.67428,37.53212,"  17,680 "
127.65716,37.51661,"  20,910 "
127.70449,37.54542,"  10,855 "
127.74959,37.54099,"  3,769 "
127.76049,37.53997,"  2,343 "
127.81252,37.52669,"  2,297 "
128.02433,37.48622,"  11,657 "
128.05672,37.49495,"  3,597 "
128.10681,37.50743,"  2,421 "
128.20749,37.50368,"  9,004 "
128.38196,37.597,"  7,914 "
128.21487,37.5502,"  3,106 "
128.53725,37.64289,"  4,039 "
128.59649,37.67642,"  4,119 "
128.60689,37.7068,  731 
128.58841,37.66555,"  9,880 "
128.81034,37.84955,"  3,144 "
129.12842,35.34558,"  32,050 "
129.21127,35.45284,"  41,110 "
129.33292,35.652,"  34,536 "
129.33694,35.66931,"  22,154 "
129.30107,35.70468,"  26,883 "
129.26459,35.71373,"  27,733 "
129.17143,35.7808,"  18,796 "
129.30378,35.82288,"  10,298 "
129.248,35.97361,"  25,650 "
129.34209,36.09295,"  44,478 "
129.34675,36.15476,"  35,741 "
129.35409,36.21709,"  26,032 "
129.36838,36.24049,"  22,820 "
129.37636,36.37683,"  22,298 "
129.37808,36.31898,"  20,976 "
129.38525,36.43498,"  20,155 "
129.40265,36.51455,"  16,452 "
129.40119,36.58611,"  15,528 "
129.45621,36.75364,"  12,628 "
129.44371,36.71157,"  13,140 "
129.40399,36.89557,"  9,838 "
129.37874,36.93288,"  12,049 "
129.41245,36.99828,"  14,704 "
129.40758,37.04042,"  13,438 "
129.37084,37.0851,"  9,896 "
129.35103,37.15737,"  8,256 "
129.33622,37.19992,"  10,028 "
129.23475,37.35435,"  13,680 "
129.26308,37.32428,"  9,424 "
129.13141,37.47376,"  18,434 "
129.0972,37.57552,"  13,646 "
129.06874,37.608,"  6,109 "
129.01653,37.67135,"  6,646 "
128.98396,37.71676,"  8,801 "
128.9509,37.72521,"  7,517 "
128.84271,37.8517,"  29,498 "
128.80917,37.91646,"  12,443 "
128.79017,37.93194,"  10,917 "
128.72455,38.01321,"  8,561 "
128.7094,38.02886,"  10,514 "
128.64351,38.06409,"  11,862 "
128.63363,38.10576,"  24,100 "
128.61208,38.14349,"  18,652 "
128.56421,38.22152,"  20,399 "
128.56827,38.24629,"  22,347 "
128.53376,38.31054,"  21,363 "
128.50643,38.35806,"  10,406 "
128.45768,38.42836,"  8,400 "
128.4209,38.49849,"  2,251 "
126.65719,34.38392,"  8,343 "
126.63609,34.39918,"  8,090 "
126.54947,34.44845,"  10,001 "
126.61366,34.40869,"  6,933 "
126.54495,34.49569,"  12,004 "
126.6444,34.57038,"  17,517 "
126.57464,34.55042,"  16,826 "
126.63946,34.60142,"  13,295 "
126.66857,34.64863,"  14,119 "
126.7095,34.72412,"  13,728 "
126.74002,34.77751,"  11,166 "
126.70967,34.92987,"  17,163 "
126.72852,34.78877,"  11,639 "
126.69157,34.84028,"  16,765 "
126.70711,34.96382,"  20,423 "
126.70708,34.99044,"  14,760 "
126.75368,35.06933,"  13,301 "
126.89264,35.27237,"  20,853 "
126.96771,35.31832,"  21,039 "
126.91444,35.28858,"  23,572 "
128.6377,34.77078,"  1,895 "
128.67723,34.81484,"  3,159 "
128.39904,34.89953,"  16,989 "
128.69887,34.83893,"  12,376 "
128.65064,34.86778,"  39,000 "
128.62625,34.87023,"  20,893 "
128.56647,34.8987,"  47,843 "
128.45395,34.88762,"  37,170 "
128.41501,34.89317,"  27,699 "
128.33078,34.99628,"  18,669 "
128.34372,35.01629,"  25,559 "
128.37015,35.07165,"  18,796 "
128.65529,35.26927,"  50,832 "
128.78877,35.28967,"  31,287 "
128.83726,35.21747,"  37,170 "
129.17553,35.2406,"  26,779 "
129.24056,35.30718,"  32,991 "
129.26592,35.40931,"  11,628 "
129.28651,35.45171,"  26,228 "
129.28477,35.50698,"  23,426 "
129.44542,35.77493,"  7,953 "
129.41209,35.80916,  532 
127.37931,34.55273,"  2,477 "
127.46221,34.50885,"  2,526 "
127.40397,34.54874,"  2,789 "
127.34805,34.55407,"  5,092 "
127.30485,34.59827,"  8,032 "
127.34245,34.658,"  15,587 "
127.34844,34.71151,"  17,225 "
127.27933,34.92422,"  2,162 "
127.32438,34.8575,"  4,319 "
127.25183,34.98303,"  2,635 "
127.24418,34.98554,"  1,453 "
127.09526,35.01334,"  4,140 "
126.987,35.04504,"  14,292 "
127.10325,35.066,"  4,293 "
127.19088,34.96179,"  1,598 "
126.97248,35.07317,"  53,458 "
126.95569,35.23394,"  13,870 "
127.75881,34.7172,"  13,448 "
127.67793,34.807,"  23,691 "
127.61864,34.81749,"  49,806 "
127.56667,34.87393,"  50,953 "
127.54965,34.89629,"  51,271 "
127.37286,35.4391,"  6,522 "
127.46028,35.01799,"  14,129 "
127.43933,35.03865,"  8,586 "
127.44433,35.1177,"  6,319 "
127.46572,35.18146,"  5,020 "
127.43777,35.17397,"  3,024 "
127.37272,35.20221,"  2,891 "
127.30308,35.29254,"  2,854 "
127.30189,35.32775,"  4,321 "
127.32352,35.36379,"  5,120 "
127.34707,35.38736,"  9,420 "
127.34945,35.50063,"  11,714 "
127.31509,35.58543,"  9,813 "
127.27988,35.6553,"  16,508 "
127.22476,35.7361,"  20,879 "
127.20182,35.77119,"  22,388 "
127.16553,35.91702,"  20,295 "
127.18463,35.94869,"  13,435 "
127.22547,35.99382,"  4,618 "
127.23842,36.01446,"  4,267 "
127.38732,36.15402,"  4,154 "
127.36275,36.13857,"  2,439 "
127.47469,36.1897,"  22,567 "
127.48958,36.21742,"  22,267 "
127.42036,36.16232,"  4,598 "
127.42493,36.47148,"  19,634 "
127.42428,36.4886,"  18,356 "
127.46275,36.58074,"  29,197 "
127.43014,36.54466,"  25,935 "
127.40812,36.61323,"  54,560 "
127.45905,36.68208,"  32,095 "
127.47145,36.71571,"  42,367 "
127.44514,36.76658,"  41,028 "
127.4278,36.8492,"  31,015 "
127.44661,36.9475,"  23,344 "
127.44767,36.8996,"  38,713 "
127.4322,37.07867,"  22,245 "
127.43972,37.05556,"  16,607 "
127.43036,37.11088,"  24,108 "
127.40113,37.1359,"  21,383 "
127.33354,37.18282,"  30,547 "
127.31152,37.22272,"  43,439 "
126.19245,34.39476,"  4,422 "
126.24244,34.4677,"  6,848 "
126.1786,34.37807,"  1,814 "
126.33476,34.49774,"  3,333 "
126.21616,34.38107,  888 
126.28532,34.50118,"  8,968 "
126.29822,34.54517,"  10,440 "
126.31287,34.58482,"  9,639 "
126.38965,34.57857,"  5,287 "
126.51479,34.58728,"  7,007 "
126.55849,34.58453,"  7,940 "
126.70715,34.57454,"  4,566 "
126.74515,34.61562,"  7,631 "
126.95432,34.66523,"  4,859 "
127.01547,34.63114,"  1,988 "
127.08034,34.69172,"  1,072 "
127.09143,34.72572,"  4,279 "
127.10201,34.80445,"  11,118 "
127.09515,34.83385,"  1,583 "
127.19166,34.95652,"  1,053 "
127.26851,35.05426,"  2,873 "
127.27223,35.06227,"  2,523 "
127.24403,35.09485,"  1,352 "
127.29645,35.09573,  754 
127.31706,35.14561,"  1,870 "
127.36361,35.18107,"  1,467 "
127.46088,35.18171,"  6,118 "
127.48945,35.21404,"  2,893 "
127.95766,34.79593,"  5,852 "
127.89437,34.86496,"  12,314 "
127.88153,34.88805,"  7,399 "
127.94628,34.75052,"  2,651 "
128.03322,34.72701,"  2,652 "
127.81755,34.99553,"  7,510 "
127.78878,35.01568,"  7,886 "
127.77105,35.04417,"  8,379 "
127.72085,35.08393,"  5,780 "
127.6429,35.16974,"  3,484 "
127.54851,35.19128,"  2,838 "
127.44253,35.24534,"  8,174 "
127.52942,35.19545,"  3,495 "
127.42628,35.29892,"  5,752 "
127.4416,35.33481,"  5,042 "
127.42317,35.40351,"  3,489 "
127.43122,35.45276,"  6,382 "
127.54098,35.53403,"  2,247 "
127.53076,35.50694,"  3,077 "
127.50933,35.61384,"  3,993 "
127.50851,35.6297,"  4,545 "
127.56884,35.69172,"  6,397 "
127.58307,35.72326,"  6,465 "
127.59622,35.75299,"  2,762 "
127.64278,35.83076,"  2,694 "
127.68438,35.88277,"  3,980 "
127.65766,35.94791,"  7,195 "
127.67801,35.9258,"  5,460 "
127.64956,35.99658,"  11,238 "
127.65033,35.97732,"  10,589 "
127.66408,36.0755,"  2,846 "
127.69222,36.10527,"  5,378 "
127.79777,36.20115,"  7,551 "
127.74451,36.14013,"  7,515 "
127.82155,36.28043,"  4,222 "
127.78783,36.34569,"  2,833 "
127.81261,36.24756,"  4,273 "
127.66154,36.05308,"  3,046 "
127.7357,36.43953,"  7,677 "
127.73347,36.45034,"  9,220 "
127.72946,36.49855,"  6,415 "
127.71202,36.53839,"  7,685 "
127.65738,36.62606,"  12,016 "
127.66373,36.63936,"  5,923 "
127.71101,36.68545,"  2,628 "
127.7334,36.73583,"  3,210 "
127.81892,36.80692,"  16,101 "
127.76076,36.77576,"  3,631 "
127.78711,36.80003,"  14,566 "
127.85867,36.83435,"  4,807 "
127.87955,36.8356,"  5,171 "
127.93107,36.86667,"  6,454 "
127.91705,37.03413,"  7,286 "
127.92761,37.0385,"  25,743 "
127.93254,37.08663,"  10,586 "
127.8901,37.1091,"  12,467 "
127.95441,36.88936,"  6,110 "
127.89005,37.17577,"  11,229 "
127.91342,37.28643,"  22,392 "
127.94311,37.30361,"  17,811 "
127.85804,35.26683,"  5,873 "
127.82348,35.25564,"  3,229 "
127.91656,35.27076,"  6,596 "
127.95798,35.28688,"  7,438 "
127.9614,35.29916,"  6,165 "
128.00672,35.33658,"  4,787 "
127.99031,35.31643,"  9,596 "
128.09191,35.35823,"  14,237 "
128.11829,35.36831,"  7,673 "
128.20777,35.33498,"  10,300 "
128.30047,35.35171,"  4,011 "
128.27944,35.31802,"  12,538 "
128.33337,35.4035,"  3,706 "
128.33495,35.45341,"  4,504 "
128.35753,35.52157,"  2,224 "
128.39894,35.51088,"  3,431 "
128.45944,35.53342,"  2,739 "
128.50794,35.56949,"  2,977 "
128.50839,35.57895,"  1,536 "
128.67972,35.64765,"  10,123 "
128.56635,35.62984,"  2,782 "
128.68945,35.65543,"  10,237 "
128.82648,35.69757,"  3,031 "
128.86815,35.68827,"  2,490 "
128.90704,35.71022,"  3,260 "
128.91398,35.73116,"  1,428 "
128.92619,35.73864,"  1,070 "
128.99934,35.76104,  652 
129.05392,35.77125,"  2,569 "
129.09033,35.84671,"  6,834 "
129.11223,35.86035,"  17,781 "
129.18045,35.9026,"  12,006 "
129.25885,35.94017,"  18,641 "
126.76414,35.98545,"  30,045 "
126.71493,36.02784,"  10,467 "
126.66514,36.09646,"  10,578 "
126.60118,36.13314,"  7,815 "
127.1793,35.42787,  263 
127.11047,35.44376,"  1,306 "
127.05093,35.43837,  834 
126.59154,36.27153,"  9,418 "
126.61735,36.3206,"  8,296 "
126.60833,36.15595,"  3,180 "
126.61606,36.21207,"  3,521 "
126.57659,36.40916,"  13,769 "
126.5875,36.4325,"  9,994 "
126.6136,36.48877,"  9,999 "
126.64274,36.55071,"  17,373 "
126.6942,36.60661,"  20,757 "
126.75712,36.65042,"  17,323 "
126.77976,36.67034,"  28,341 "
126.81894,36.68448,"  23,931 "
126.85376,36.73429,"  19,391 "
126.82932,36.70035,"  17,092 "
126.88013,36.74848,"  26,834 "
126.91301,36.75954,"  29,105 "
126.96164,36.75627,"  29,097 "
127.06862,36.77878,"  68,961 "
127.02753,36.75409,"  34,272 "
127.28833,36.75652,"  30,355 "
127.24084,36.76405,"  41,757 "
127.34815,36.77682,"  11,761 "
127.20371,36.78202,"  38,013 "
127.40944,36.82506,"  11,205 "
127.46481,36.8703,"  29,514 "
127.4131,36.83349,"  9,742 "
127.485,36.88473,"  27,270 "
127.52268,36.90274,"  22,463 "
127.56261,36.96221,"  26,226 "
127.54175,36.93334,"  29,538 "
127.60462,37.02646,"  15,338 "
126.99111,35.88516,"  59,751 "
126.86247,35.91546,"  43,274 "
126.78592,35.55883,"  9,762 "
126.75744,35.54888,"  11,528 "
126.69546,35.51433,"  6,337 "
126.65697,35.50474,"  5,913 "
126.60327,35.50777,"  4,744 "
126.59559,35.52325,"  3,845 "
126.59317,35.52961,"  4,025 "
126.5004,35.44964,"  3,371 "
126.50222,35.38961,"  1,784 "
126.50325,35.37386,"  1,775 "
126.46074,35.34926,"  14,037 "
126.5425,35.22404,"  16,543 "
126.61778,35.17263,"  22,143 "
126.59653,35.17736,"  17,655 "
126.66536,35.16902,"  23,055 "
127.0736,35.0358,"  4,461 "
127.22699,35.07891,"  3,592 "
127.25441,35.06978,"  5,175 "
127.2868,35.05208,"  2,004 "
127.4353,35.03212,"  3,826 "
126.79118,34.59453,"  9,449 "
126.79209,34.5311,"  5,546 "
126.79721,34.4891,"  4,882 "
126.91147,34.5027,"  2,655 "
126.86526,34.46151,"  1,266 "
126.90208,34.63289,"  7,311 "
126.93474,34.59534,"  6,020 "
126.90481,34.72637,"  4,666 "
126.77018,34.85142,"  3,380 "
126.9029,34.71633,"  6,729 "
126.74835,34.87056,"  6,975 "
126.74824,34.88845,"  6,788 "
126.75232,34.93559,"  4,902 "
126.61329,34.93969,"  12,186 "
126.64704,34.95043,"  14,164 "
126.5345,34.99945,"  2,023 "
126.53424,35.03781,"  5,405 "
126.50275,35.08267,"  7,508 "
126.49515,35.14424,"  3,561 "
126.49906,35.19892,"  2,849 "
126.50315,35.21885,"  2,884 "
126.53745,35.29686,"  6,302 "
126.59409,35.32476,"  2,051 "
126.63383,35.3501,"  4,209 "
126.67045,35.3967,"  6,866 "
126.6981,35.467,"  10,400 "
126.69191,35.4229,"  10,484 "
126.69986,35.50637,"  10,038 "
126.67358,35.5987,"  9,916 "
126.69751,35.5617,"  2,387 "
126.66884,35.62197,"  3,102 "
126.69676,35.69967,"  6,024 "
126.75919,35.75539,"  13,097 "
126.91202,35.86865,"  27,668 "
126.9139,35.84903,"  21,261 "
126.9626,36.05424,"  12,195 "
126.91023,35.97701,"  7,482 "
126.96071,36.1043,"  5,690 "
126.98272,36.12642,"  10,534 "
127.04655,36.17041,"  17,007 "
127.12354,36.51613,"  20,258 "
127.13389,36.30952,"  13,452 "
127.14183,36.35344,"  13,251 "
127.10338,36.23938,"  17,656 "
127.14227,36.28758,"  11,453 "
127.14606,36.416,"  17,248 "
127.11803,36.58679,"  19,039 "
127.12384,36.62833,"  28,595 "
127.16668,36.47925,"  16,035 "
127.16271,36.49213,"  18,911 "
126.23118,35.06002,"  5,468 "
126.32921,35.09215,"  8,312 "
126.43865,35.02245,"  1,090 "
126.5895,35.09774,"  3,352 "
126.60585,35.15155,"  2,600 "
126.67328,35.26425,"  9,014 "
126.65643,35.25213,"  5,580 "
126.7429,35.28584,"  14,938 "
126.62479,35.19736,"  3,172 "
126.80451,35.28129,"  2,326 "
126.8374,35.2678,"  3,071 "
127.04541,35.34316,"  6,069 "
127.02346,35.33157,"  6,752 "
127.09521,35.3629,"  6,314 "
127.25087,35.41493,"  1,423 "
127.16991,35.38211,"  4,593 "
127.30686,35.39881,"  2,664 "
127.34714,35.40433,"  4,547 "
127.45687,35.45697,"  2,278 "
127.54516,35.4471,"  3,533 "
127.62922,35.46642,"  1,903 "
127.71876,35.50463,"  4,437 "
127.73967,35.53687,"  7,401 "
127.76978,35.57356,"  1,830 "
127.79328,35.61725,"  1,537 "
127.94731,35.65548,"  3,200 "
127.97014,35.63744,"  1,859 "
128.04772,35.63533,"  2,282 "
128.08945,35.64615,"  2,195 "
128.12366,35.65095,"  2,787 "
128.1692,35.57207,"  9,948 "
128.21181,35.57348,"  6,223 "
128.32045,35.55894,"  2,745 "
128.23006,35.58044,"  4,443 "
128.18917,35.56683,"  6,174 "
128.51771,35.57918,"  1,847 "
128.72421,35.51777,"  7,980 "
128.6425,35.5431,"  2,323 "
128.83128,35.50716,"  11,845 "
128.84415,35.51569,"  7,457 "
128.94689,35.59122,"  5,062 "
129.04032,35.60642,"  4,992 "
129.06242,35.61697,"  8,128 "
129.1141,35.58791,"  17,639 "
129.16669,35.54465,"  46,783 "
129.2158,35.57341,"  61,339 "
128.70941,35.35067,"  29,098 "
128.71274,35.32823,"  33,334 "
128.75994,35.43828,"  26,554 "
128.69575,35.53125,"  2,850 "
128.77451,35.51795,"  4,928 "
128.76357,35.58981,"  4,230 "
128.72448,35.68281,"  10,393 "
128.72871,35.78841,"  20,292 "
128.53023,36.09745,"  30,414 "
128.50028,36.1137,"  25,180 "
128.42977,36.16498,"  17,678 "
128.407,36.16858,"  21,254 "
128.34387,36.24704,"  15,607 "
128.27543,36.38605,"  13,463 "
128.30572,36.33873,"  15,784 "
128.23413,36.40808,"  15,657 "
128.09721,36.40635,"  7,670 "
128.00374,36.43802,"  2,319 "
128.05613,36.40837,"  6,341 "
127.95344,36.44419,"  3,496 "
127.77879,36.47202,"  4,787 "
127.80502,36.44592,"  3,762 "
127.69207,36.48,"  4,694 "
127.65394,36.47572,"  4,755 "
127.59913,36.50276,"  1,672 "
127.53503,36.56286,"  11,499 "
127.51091,36.57005,"  31,125 "
127.56492,36.54444,"  1,307 "
127.49939,36.5827,"  26,789 "
127.51163,36.69357,"  33,618 "
127.52367,36.59467,"  18,726 "
126.64335,35.9324,"  6,425 "
126.65517,35.94782,"  10,555 "
126.78849,35.957,"  10,232 "
126.77112,35.9615,"  10,277 "
126.84434,35.9389,"  7,176 "
126.90519,35.92629,"  7,441 "
126.94415,35.90878,"  9,821 "
126.98112,35.87978,"  4,835 "
127.21711,35.85422,"  24,185 "
127.4985,35.77224,"  2,705 "
127.28203,35.84256,"  12,719 "
127.34539,35.81149,"  8,514 "
127.3969,35.77744,"  10,550 "
127.26769,35.84544,"  17,370 "
127.35265,35.78571,"  8,237 "
127.53838,35.74531,"  2,477 "
127.52575,35.74076,"  3,046 "
127.57067,35.74292,"  2,325 "
127.59682,35.72732,"  2,445 "
127.68781,35.69569,"  1,113 "
127.68077,35.70141,  606 
127.69254,35.6504,"  2,462 "
127.7999,35.63294,"  3,765 "
128.16182,35.6805,"  2,251 "
128.21559,35.67783,"  2,731 "
128.31646,35.73646,"  16,064 "
128.3841,35.75132,"  9,406 "
127.11995,34.44913,"  1,103 "
127.12266,34.48053,"  3,641 "
127.12677,34.51686,"  5,386 "
127.2425,34.58169,"  9,153 "
127.26598,34.58881,"  13,188 "
127.23128,35.22302,"  2,571 "
127.18512,35.25002,"  3,935 "
127.22975,35.22761,"  9,375 "
127.14275,35.31836,"  3,293 "
127.14097,35.38415,"  13,982 "
127.14389,35.35429,"  2,483 "
127.13869,35.56895,"  9,249 "
127.15239,35.50807,"  8,043 "
127.10338,35.62782,"  10,254 "
127.11512,35.71626,"  17,380 "
127.10591,35.64735,"  12,779 "
127.00297,35.9058,"  24,538 "
126.89186,35.97553,"  19,917 "
126.8317,35.98727,"  20,891 "
126.87111,35.98838,"  20,158 "
126.79022,35.98195,"  22,457 "
128.58514,36.78618,"  13,568 "
128.53474,36.73238,"  7,291 "
128.50857,36.70233,"  9,589 "
128.47392,36.64977,"  7,790 "
128.41883,36.59513,"  2,681 "
128.41843,36.61601,"  3,158 "
128.41418,36.57452,"  4,081 "
128.3434,36.49118,"  2,568 "
128.3403,36.46273,"  3,983 "
128.38311,36.4261,"  2,659 "
128.46812,36.35882,"  4,318 "
128.56439,36.30555,"  7,807 "
128.70243,36.32038,"  4,350 "
128.70365,36.32892,"  1,805 "
128.68112,36.29136,"  3,673 "
128.67849,36.26636,"  6,335 "
128.67191,36.20688,"  2,194 "
128.67721,36.18309,"  3,625 "
128.7512,36.15118,"  2,463 "
128.74845,36.1018,"  2,962 "
128.80075,36.04086,"  5,539 "
128.75653,36.07861,"  3,044 "
128.89959,35.99372,"  10,831 "
128.95132,36.00255,"  11,347 "
129.02764,36.01321,"  9,521 "
129.08273,35.99882,"  12,180 "
129.16516,35.98951,"  15,066 "
